"module name","license","repository","copyright"
"@adobe/css-tools@4.2.0","MIT","https://github.com/adobe/css-tools","Copyright (c) 2012 TJ Holowaychuk <tj@vision-media.ca>. Copyright (c) 2022 Jean-Philippe Zolesio <holblin@gmail.com>"
"@alloc/quick-lru@5.2.0","MIT","https://github.com/sindresorhus/quick-lru","Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)"
"@ampproject/remapping@2.2.1","Apache-2.0","https://github.com/ampproject/remapping","publisher"
"@babel/code-frame@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/compat-data@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/core@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/generator@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-annotate-as-pure@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-builder-binary-assignment-operator-visitor@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-compilation-targets@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-create-class-features-plugin@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-create-regexp-features-plugin@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-define-polyfill-provider@0.4.0","MIT","https://github.com/babel/babel-polyfills","Copyright (c) 2014-present Nicolò Ribaudo and other contributors"
"@babel/helper-environment-visitor@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-function-name@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-hoist-variables@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-member-expression-to-functions@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-module-imports@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-module-transforms@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-optimise-call-expression@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-plugin-utils@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-remap-async-to-generator@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-replace-supers@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-simple-access@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-skip-transparent-expression-wrappers@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-split-export-declaration@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-string-parser@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-validator-identifier@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-validator-option@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helper-wrap-function@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/helpers@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
"@babel/highlight@7.22.5","MIT","https://github.com/babel/babel","Copyright (c) 2014-present Sebastian McKenzie and other contributors"
